Record#,PIT Tag,SRR Verbose,SRR Code,Event Type,Length,Weight,Conditional Comments,Text Comments,Event Date,Event Site,Life Stage,Brood Year,Migration Year,Spawn Year,Release Site,RKM Mask,RKM Ext,Release Temp,Release Date,Tagger,Organization,Capture Method,Mark Method,Mark Temp,Hold Temp,Raceway/Transect/Tank,Hatchery,Stock,Latitude,Longitude,Lat/Long Source,CWT-S,Second PIT Tag,Scale ID,Adipose Clip,Fin Clip,CWT-BODY,Release Status,Sex (field),Sex (final),Sex Source,Capture Status,Snubbed Dorsal,Injury,Tally Count,Scale Age,Scale Origin,Final Origin,Field Origin,Origin Source
324,3DD.003DA28A0C,Hat. Summer Steelhead,32H,Mark,540,NA,AD CW FE RF,NA,9/10/2021 10:25,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/10/2021 10:25,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,X,NA,70-5,X,NA,NA,Passed,Female,Female,Wells Broodstock,Maiden,X,NA,NA,1.1,H,H,H,NA
325,3DD.0077A4B304,Wild Summer Steelhead,32W,Recapture,560,NA,AI FE RE RF,This is a recap!!!!,9/10/2021 10:30,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/10/2021 10:30,ECKENBERG J,CPUD,LADDER,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,70-6,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
326,3DD.003DA289F2,Hat. Summer Steelhead,32H,Mark,560,NA,AD CW FE RF,NA,9/10/2021 10:36,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/10/2021 10:36,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,X,NA,71-1,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
327,3DD.003DA28A14,Wild Summer Steelhead,32W,Mark,550,NA,AI FE RF,NA,9/10/2021 10:43,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/10/2021 10:43,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,71-2,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
328,3DD.003DA28A31,Hat. Summer Steelhead,32H,Mark,600,NA,AD FE RF,NA,9/10/2021 10:44,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/10/2021 10:44,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,71-3,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
329,3DD.003DA289F9,Hat. Summer Steelhead,32H,Mark,630,NA,AD MA RF,NA,9/10/2021 10:58,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/10/2021 10:58,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,71-4,X,NA,NA,Passed,Male,Male,Wells Broodstock,Maiden,X,NA,NA,1.1,H,H,H,NA
330,3DD.003DA28A11,Hat. Summer Steelhead,32H,Mark,540,NA,AD MA RF,Injury-Body,9/10/2021 11:07,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/10/2021 11:07,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,71-5,X,NA,NA,Passed,Male,NA,NA,Maiden,X,SS,NA,1.1,H,H,H,NA
331,3DD.003DA28A29,Hat. Summer Steelhead,32H,Mark,560,NA,AD FE RF,NA,9/10/2021 11:47,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/10/2021 11:47,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,71-6,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,R.1,H,H,H,NA
332,3DD.003DA28A16,Hat. Summer Steelhead,32H,Mark,580,NA,AI FE RF,NA,9/10/2021 11:55,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/10/2021 11:55,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,72-1,NA,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
333,3DD.003DA28A0A,Hat. Summer Steelhead,32H,Mark,550,NA,AD FE RF,NA,9/10/2021 12:21,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/10/2021 12:21,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,72-2,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
334,3DD.003DA28A19,Hat. Summer Steelhead,32H,Mark,520,NA,AD FE RF,NA,9/10/2021 12:23,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/10/2021 12:23,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,72-3,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
335,3DD.003DA28A0D,Wild Summer Steelhead,32W,Mark,570,NA,AI MA RF,NA,9/10/2021 13:01,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/10/2021 13:01,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,72-4,NA,NA,NA,Passed,Male,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
336,3DD.003DA28A2A,Wild Summer Steelhead,32W,Mark,730,NA,AI FE RF,NA,9/10/2021 13:04,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/10/2021 13:04,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,72-5,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.2,W,W,W,NA
337,3DD.003DA28A23,Hat. Summer Steelhead,32H,Mark,560,NA,AD FE RF,NA,9/10/2021 13:06,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/10/2021 13:06,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,72-6,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,R.1,H,H,H,NA
338,3DD.003DA289E6,Wild Summer Steelhead,32W,Mark,610,NA,AI FE RF,NA,9/10/2021 13:08,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/10/2021 13:08,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,73-1,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
339,3DD.003DA28A32,Hat. Summer Steelhead,32H,Mark,520,NA,AD FE RF,NA,9/10/2021 13:12,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/10/2021 13:12,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,73-2,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
340,3DD.003DA289FA,Hat. Summer Steelhead,32H,Mark,790,NA,AD FE RF,NA,9/10/2021 13:16,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/10/2021 13:16,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,73-3,X,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,1.2,H,H,H,NA
341,3DD.003DA28A06,Hat. Summer Steelhead,32H,Mark,530,NA,AD CW FE RF,NA,9/13/2021 6:36,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/13/2021 6:36,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,X,NA,74-1,X,NA,NA,Passed,Female,Male,Wells Broodstock,Maiden,X,NA,NA,1.1,H,H,H,NA
342,3DD.003DA289E4,Hat. Summer Steelhead,32H,Mark,550,NA,AD FE RF,NA,9/13/2021 7:11,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/13/2021 7:11,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,74-2,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
343,3DD.003DA289DA,Hat. Summer Steelhead,32H,Mark,640,NA,AD FE RF,NA,9/13/2021 7:37,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/13/2021 7:37,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,74-3,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
344,3DD.003DA28A2D,Hat. Summer Steelhead,32H,Mark,570,NA,AD FE RF,NA,9/13/2021 7:41,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/13/2021 7:41,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,74-4,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
345,3DD.003DA28A1D,Hat. Summer Steelhead,32H,Mark,580,NA,AD FE RF,NA,9/13/2021 7:51,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/13/2021 7:51,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,74-5,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
346,3DD.003DA289DC,Wild Summer Steelhead,32W,Mark,520,NA,AI MA RF,NA,9/13/2021 7:59,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/13/2021 7:59,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,74-6,NA,NA,NA,Passed,Male,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
347,3DD.003DA28A0F,Hat. Summer Steelhead,32H,Mark,620,NA,AI BW FE RF,NA,9/13/2021 9:15,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/13/2021 9:15,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,75-1,NA,NA,X,Passed,Female,NA,NA,Maiden,X,NA,NA,R.1,H,H,H,NA
348,3DD.003DA289EA,Hat. Summer Steelhead,32H,Mark,590,NA,AD FE RF,NA,9/13/2021 9:17,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/13/2021 9:17,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,75-2,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
349,3DD.003DA289DB,Hat. Summer Steelhead,32H,Mark,550,NA,AD FE RF,NA,9/13/2021 9:21,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/13/2021 9:21,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,75-3,X,NA,NA,Passed,Female,Female,Wells Broodstock,Maiden,X,NA,NA,1.1,H,H,H,NA
350,3DD.003DA289F5,Hat. Summer Steelhead,32H,Mark,550,NA,AD CW FE RF,NA,9/13/2021 9:22,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/13/2021 9:22,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,X,NA,75-4,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
351,3DD.003DA28A1F,Hat. Summer Steelhead,32H,Mark,630,NA,AD FE RF,Injury-Body,9/13/2021 9:24,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/13/2021 9:24,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,75-5,X,NA,NA,Passed,Female,NA,NA,Maiden,X,SS,NA,1.1,H,H,H,NA
352,3DD.003DA28A2C,Hat. Summer Steelhead,32H,Mark,560,NA,AD MA RF,NA,9/13/2021 9:45,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/13/2021 9:45,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,75-6,X,NA,NA,Passed,Male,NA,NA,Maiden,NA,NA,NA,1.1,H,H,H,NA
353,3DD.003DA289F3,Hat. Summer Steelhead,32H,Mark,580,NA,AI MA RF,Changed to H per scale analysis,9/13/2021 10:06,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/13/2021 10:06,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,76-1,NA,NA,NA,Passed,Male,NA,NA,Maiden,NA,NA,NA,1.1,H,H,W,NA
354,3DD.003DA28A1E,Hat. Summer Steelhead,32H,Mark,580,NA,AD MA RF,NA,9/13/2021 10:10,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/13/2021 10:10,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,76-2,X,NA,NA,Passed,Male,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
355,3DD.003DA289E0,Hat. Summer Steelhead,32H,Mark,570,NA,AD FE RF,NA,9/13/2021 10:17,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/13/2021 10:17,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,76-3,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
356,3DD.003DA289FD,Hat. Summer Steelhead,32H,Mark,500,NA,AD FE RF,NA,9/13/2021 10:23,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/13/2021 10:23,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,76-4,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
357,3DD.003DA28A12,Hat. Summer Steelhead,32H,Mark,590,NA,AD FE RF,NA,9/13/2021 10:57,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/13/2021 10:57,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,76-5,X,NA,NA,Passed,Female,Female,Wells Broodstock,Maiden,X,NA,NA,1.1,H,H,H,NA
358,3DD.003DA289DD,Hat. Summer Steelhead,32H,Mark,710,NA,AD FE RF,NA,9/13/2021 11:29,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/13/2021 11:29,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,76-6,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,R.2,H,H,H,NA
359,3DD.003DA28A35,Hat. Summer Steelhead,32H,Mark,570,NA,AD MA RF,NA,9/13/2021 11:30,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/13/2021 11:30,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,77-1,X,NA,NA,Passed,Male,Male,Wells Broodstock,Maiden,X,NA,NA,1.1,H,H,H,NA
360,3DD.003DA289FE,Hat. Summer Steelhead,32H,Mark,610,NA,AD FE RF,NA,9/13/2021 11:35,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/13/2021 11:35,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,77-2,X,NA,NA,Passed,Female,Male,Wells Broodstock,Maiden,X,NA,NA,1.1,H,H,H,NA
361,3DD.003DA289D6,Wild Summer Steelhead,32W,Mark,650,NA,AI FE RF,NA,9/13/2021 12:00,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/13/2021 12:00,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,77-3,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,W1.1,W,W,W,NA
362,3DD.003DA28A03,Hat. Summer Steelhead,32H,Mark,620,NA,AD MA RF,NA,9/13/2021 12:20,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/13/2021 12:20,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,77-4,X,NA,NA,Passed,Male,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
363,3DD.003DA289F4,Hat. Summer Steelhead,32H,Mark,670,NA,AD FE RF,NA,9/13/2021 12:22,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/13/2021 12:22,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,77-5,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.2,H,H,H,NA
364,3DD.003DA28A10,Wild Summer Steelhead,32W,Mark,590,NA,AI FE RF,NA,9/13/2021 12:24,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/13/2021 12:24,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,77-6,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
365,3DD.003DA289EC,Hat. Summer Steelhead,32H,Mark,560,NA,AD FE RF,NA,9/13/2021 12:31,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/13/2021 12:31,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,78-1,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
366,3DD.003DA28A34,Hat. Summer Steelhead,32H,Mark,550,NA,AD FE RF,NA,9/13/2021 12:32,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/13/2021 12:32,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,78-2,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
367,3DD.003DA28A01,Hat. Summer Steelhead,32H,Mark,560,NA,AD MA RF,NA,9/13/2021 12:33,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/13/2021 12:33,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,78-3,X,NA,NA,Passed,Male,NA,NA,Maiden,X,GN,NA,1.1,H,H,H,NA
368,3DD.003DA28A0B,Hat. Summer Steelhead,32H,Mark,540,NA,AD FE RF,NA,9/13/2021 12:35,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/13/2021 12:35,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,78-4,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
369,3DD.003DA289E2,Wild Summer Steelhead,32W,Mark,560,NA,AI FE RF,NA,9/13/2021 12:45,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/13/2021 12:45,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,78-5,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,R.1,W,W,W,NA
370,3DD.003DA289E3,Hat. Summer Steelhead,32H,Mark,600,NA,AD FE RF,NA,9/13/2021 12:50,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/13/2021 12:50,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,78-6,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
371,3DD.003DA28A33,Wild Summer Steelhead,32W,Mark,740,NA,AI FE RF,Mortality,9/13/2021 12:53,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/13/2021 12:53,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,79-1,NA,NA,NA,NA,Female,NA,NA,Maiden,NA,NA,NA,R.2,W,W,W,NA
372,3DD.003DA28A26,Hat. Summer Steelhead,32H,Mark,570,NA,AD MA RF,NA,9/13/2021 13:26,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/13/2021 13:26,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,79-2,X,NA,NA,Passed,Male,NA,NA,Maiden,X,NA,NA,R.2,H,H,H,NA
373,3DD.003DA289E7,Wild Summer Steelhead,32W,Mark,710,NA,AI FE RF,NA,9/13/2021 13:50,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/13/2021 13:50,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,79-3,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.2,W,W,W,NA
374,3DD.003DA289F6,Hat. Summer Steelhead,32H,Mark,570,NA,AD FE RF,NA,9/13/2021 13:55,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/13/2021 13:55,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,79-4,X,NA,NA,Passed,Female,Male,Wells Broodstock,Maiden,NA,NA,NA,1.1,H,H,H,NA
375,3DD.003DA289F1,Wild Summer Steelhead,32W,Mark,650,NA,AI FE RF,NA,9/13/2021 13:56,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/13/2021 13:56,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,79-5,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.2,W,W,W,NA
376,3DD.003DA28A18,Hat. Summer Steelhead,32H,Mark,560,NA,AD FE RF,NA,9/13/2021 14:01,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/13/2021 14:01,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,79-6,X,NA,NA,Passed,Female,Male,Wen Broodstock,Maiden,X,NA,NA,1.1,H,H,H,NA
377,3DD.003DA289DF,Hat. Summer Steelhead,32H,Mark,630,NA,AD FE RF,NA,9/13/2021 14:02,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/13/2021 14:02,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,80-1,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
378,3DD.003DA289F7,Hat. Summer Steelhead,32H,Mark,580,NA,AI CW FE RF,NA,9/13/2021 14:03,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/13/2021 14:03,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,X,NA,80-2,NA,NA,NA,Passed,Female,Male,Wells Broodstock,Maiden,X,NA,NA,1.1,H,H,H,NA
379,3DD.003DA289E9,Wild Summer Steelhead,32W,Mark,660,NA,AI FE RF,NA,9/13/2021 14:05,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/13/2021 14:05,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,80-3,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,R.1,W,W,W,NA
380,3DD.003DA28A00,Hat. Summer Steelhead,32H,Mark,590,NA,AD MA RF,NA,9/13/2021 14:09,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/13/2021 14:09,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,80-4,X,NA,NA,Passed,Male,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
381,3DD.003DA28A20,Hat. Summer Steelhead,32H,Mark,530,NA,AD FE RF,NA,9/15/2021 6:28,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/15/2021 6:28,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,81-1,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
382,3DD.003DA289ED,Hat. Summer Steelhead,32H,Mark,620,NA,AD MA RF,NA,9/15/2021 7:39,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/15/2021 7:39,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,81-2,X,NA,NA,Passed,Male,NA,NA,Maiden,X,NA,NA,R.1,H,H,H,NA
383,3DD.003DA289D9,Hat. Summer Steelhead,32H,Mark,540,NA,AD FE RF,NA,9/15/2021 7:40,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/15/2021 7:40,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,81-3,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
384,3DD.003DA289E8,Hat. Summer Steelhead,32H,Mark,600,NA,AD FE RF,NA,9/15/2021 7:55,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/15/2021 7:55,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,81-4,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
385,3DD.003DA28A25,Hat. Summer Steelhead,32H,Mark,640,NA,AD MA RF,NA,9/15/2021 8:04,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/15/2021 8:04,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,81-5,X,NA,NA,Passed,Male,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
386,3DD.003DA28A13,Hat. Summer Steelhead,32H,Mark,550,NA,AD FE RF,NA,9/15/2021 8:10,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/15/2021 8:10,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,81-6,X,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,1.1,H,H,H,NA
387,3DD.003DA28A08,Hat. Summer Steelhead,32H,Mark,570,NA,AD FE RF,NA,9/15/2021 8:22,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/15/2021 8:22,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,82-1,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
388,3DD.003DA289F8,Hat. Summer Steelhead,32H,Mark,570,NA,AD MA RF,NA,9/15/2021 8:39,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/15/2021 8:39,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,82-2,X,NA,NA,Passed,Male,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
